MESSENGER_TEAM	Team
GAME_INIT_ERROR_DIRECTX	Aby gra mog³a ruszyæ musi byæ zainstalowany DirectX 8.1 .\nZainstaluj DirectX 8.1 lub nowszy.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	¯adne graficzne urz¹dzenie nie zosta³o znalezione.\nSprawdŸ, czy twoja karta VGA jest aktualnie zainstalowana.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Nie mo¿na by³o uruchomiæ karty graficznej.\nSprawdŸ czy masz kartê VGA.\nAlternatywniem mo¿esz aktywowaæ akceleracjê sprzêtow¹.\n(Ustaw suwak akceleracji sprzêtowej na maks. \nPanel Sterowania->Ekran->Ustawienia->Zaawansowane->Rozwi¹zywanie Problemów)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	Karta graficzna w komputerze nie obs³uguje trybu ekranowego w trybie 32bit.\nUstaw tryb 16 bitowy lub u¿yj trybu pe³noekranowego.
GAME_INIT_ERROR_ITEM_PROTO	Brak danych o Przedmiotach.\nZainstaluj grê jeszcze raz.
GAME_INIT_ERROR_MAIN_WINDOW	Gra nie mog³a zostaæ uruchomiona w okienku
GAME_INIT_ERROR_MOB_PROTO	Brak danych o Potworach.\nZainstaluj grê jeszcze raz.
GAME_INIT_ERROR_NETWORK	Nie mo¿na by³o uruchomiæ urz¹dzeñ sieciowych.\nSprawdŸ swoje ustawienia internetowe.
GAME_PICK_MONEY	Otrzyma³eœ %d Yang.
GEM_SYSTEM_ADD_SLOT	Wymagany przedmiot: %s.\nCzy chcesz u¿yæ teraz %d, aby odblokowaæ kolejny slot?
GEM_SYSTEM_BUY_ITEM	Czy chcesz kupiæ ten przedmiot?
GEM_SYSTEM_NAME	Gaya
GEM_SYSTEM_NOT_ENOUGHT_REFRESHITEM	[Gaya] Masz za ma³o 'Reset Sklepu Gaya'.
GEM_SYSTEM_NOT_ENOUGH_HP_GEM	[Gaya] Masz za ma³o Gaya.
GEM_SYSTEM_NO_MORE_ADDSLOT	[Gaya] Nie mo¿esz dodaæ wiêcej slotów.
GEM_SYSTEM_OPEN_GEMSHOP	[Gaya] Otwórz najpierw Sklep Gaya.
GEM_SYSTEM_PICK_GEM	[Gaya] Iloœæ Gaya: %d
GEM_SYSTEM_REFRESH_SHOP_ITEMS	Czy chcesz zresetowaæ?
GIVEUP_QUESTION	Czy naprawdê chcesz siê poddaæ?
GUILDBANK_CLEARBANK	Uwaga: magazyn gildii musi zostaæ opró¿niony!
GUILDBANK_DONT_MONEY_OUT	Nie masz Yang w banku gildii!
GUILDBANK_GOLD_IN	Wp³ata
GUILDBANK_GOLD_OUT	Wyp³ata
GUILDBANK_ITEM_IN	W³ó¿
GUILDBANK_ITEM_OUT	Wyjmij
GUILDBANK_MONEYIN	Wp³aæ Yang
GUILDBANK_MONEYOUT	Wyp³aæ Yang
GUILDBANK_NOTUSE	Nie masz uprawnieñ do tego.
GUILDBANK_NOT_ENOUGH_MONEY	Masz za ma³o Yang do wp³aty.
GUILDBANK_OVER_INCOME	Osi¹gniêto limit konta.
GUILDBANK_OVER_MONEY	Konto gildii jest pe³ne.
GUILDLAND_ABANDON	Zrezygnuj z obszaru gildii.
GUILDLAND_ABANDON_TEXT1	Czy chcesz zrezygnowaæ z obszaru gildii?
GUILDLAND_ABANDON_TEXT2	Czy na pewno chcesz zrezygnowaæ z obszaru gildii?
GUILDLAND_ABANDON_TEXT3	Usuniête zostan¹ magazyn gildii i wszystkie budynki.
GUILDLAND_ACCEPT	Tak
GUILDLAND_DONTHAVE_LAND	Nie posiadasz ¿adnego obszaru gildii.
GUILDLAND_NOT	Nie
GUILDLIST_APPLICANT	Czy chcesz z³o¿yæ podanie?
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	Wysokoœæ nie ma 128px.
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	Wysokoœæ nie ma 12px.
GUILDMARK_UPLOADER_ERROR_16_WIDTH	Szerokoœæ nie ma 16px.
GUILDMARK_UPLOADER_ERROR_64_WIDTH	Szerokoœæ nie ma 64px.
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Gra nie obs³uguje tego obrazka.
GUILDMARK_UPLOADER_ERROR_PATH	Przenieœ plik do folderu upload/ w g³ównym katalogu gry Metin2.
GUILDMARK_UPLOADER_ERROR_SELECT	Plik z obrazkiem nie zosta³ wybrany.
GUILDWAR_ALL	Walki (W)
GUILDWAR_CTF_TITLE	Walka o flagi
GUILDWAR_DRAW	Remis (R)
GUILDWAR_GAINSCORE_FIFTY	50 punktów
GUILDWAR_GAINSCORE_HUNDRED	100 punktów
GUILDWAR_GAINSCORE_THIRTY	30 punktów
GUILDWAR_GAMETIME_SIXTY	60 min.
GUILDWAR_GAMETIME_TEN	10 min.
GUILDWAR_GAMETIME_THIRTY	30 min.
GUILDWAR_INPUT_OTHERGUILD	Podaj gildiê przeciwnika
GUILDWAR_LADDER	Punkty rangi
GUILDWAR_LIMIT_MEMBER_FIVE	Minimum uczestników wynosi 5.
GUILDWAR_LOSE	Pora¿ki (P)
GUILDWAR_NORMAL_TITLE	Pole Bitwy
GUILDWAR_OVER_MEMBERCOUNT	Osi¹gn¹³eœ limit cz³onków gildii.
GUILDWAR_QUESTION_LINE_1	Gildia %s wypowiedzia³a wojnê twojej Gildii.
GUILDWAR_QUESTION_LINE_2	Akceptujesz? (%s)
GUILDWAR_RANKING	Ranga
GUILDWAR_RECODE_ALL	%d W, %d Z, %d P, %d R
GUILDWAR_SELECT_MEMBER_COUNT	Wybierz iloœæ uczestników
GUILDWAR_TYPE_DEFENSE	Tarcza bojowa
GUILDWAR_TYPE_TIGER	Zag³ada
GUILDWAR_TYPE_TIME	Atak czasowy
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Walka na arenie
GUILDWAR_WIN	Zwyciêstwa (Z)
GUILDWAR_WIN_FIVE	Piêæ rund
GUILDWAR_WIN_ONE	Jedna runda
GUILDWAR_WIN_THREE	Trzy rundy
GUILDWINDOW_BUTTON_BANKGOLDINFO	Log Magazynu Gildii
GUILDWINDOW_BUTTON_BASEABANDON	Zrezygnuj z obszaru gildii.
GUILDWINDOW_BUTTON_BASEDEAL	Sprzedaj obszar gildii
GUILDWINDOW_BUTTON_BOARD	Notatka gildii
GUILDWINDOW_BUTTON_CHANGEMASTER	Zmieñ lidera gildii
GUILDWINDOW_BUTTON_DECLARE	Wypowiedzenie wojny
GUILDWINDOW_BUTTON_DONATE	Wp³ata
GUILDWINDOW_BUTTON_GOLDIN	Wp³ata
GUILDWINDOW_BUTTON_GOLDOUT	Wyp³ata
GUILDWINDOW_BUTTON_GRADE	Zarz¹dzanie prawami
GUILDWINDOW_BUTTON_GUILDLIST	Lista gildii
GUILDWINDOW_BUTTON_HEALGSP	Przywróæ Moc Smoka
GUILDWINDOW_BUTTON_INFO	Informacje o gildii
GUILDWINDOW_BUTTON_LANDINFO	Informacje o obszarze
GUILDWINDOW_BUTTON_MARK	Wgraj logo gildii
GUILDWINDOW_BUTTON_MEMBER	Cz³onkowie
GUILDWINDOW_BUTTON_OFFER	Wp³aæ PD
GUILDWINDOW_BUTTON_OUTMEMBER	Usuñ cz³onka gildii
GUILDWINDOW_BUTTON_SKILL	Umiejêtnoœci gildii
GUILDWINDOW_BUTTON_SYMBOL	Wgraj flagê gildii
GUILDWINDOW_BUY_GUILD_LAND	Zakup obszaru
GUILDWINDOW_CHANGE_BLACKSMITH	Zmieñ profesjê
GUILDWINDOW_CHANGE_OBJECT	Przebudowa
GUILDWINDOW_CHANGE_SMELTER	Przebudowa pieca
GUILDWINDOW_CREATE_OBJECT	Budowa budynku
GUILDWINDOW_DEAL_GUILD_LAND	Sprzeda¿ obszaru
GUILDWINDOW_GRADE_BANK	Mo¿e u¿ywaæ banku gildii oraz magazynu gildii
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Mo¿e usuwaæ cz³onków gildii z gildii
GUILDWINDOW_GRADE_GRADENAME	Nazwa rangi
GUILDWINDOW_GRADE_GRADENUMBER	Numer rangi
GUILDWINDOW_GRADE_GUILDWAR	Mo¿e wybieraæ cz³onków gildii, którzy mog¹ wzi¹æ udzia³ w wojnie jako wojownicy
GUILDWINDOW_GRADE_INVITEAUTHORITY	Mo¿e przyj¹æ gracza do gildii
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Mo¿e przypi¹æ notatkê gildii
GUILDWINDOW_GRADE_SKILLAUTHORITY	Mo¿e u¿ywaæ umiejêtnoœci gildii
GUILDWINDOW_INFO_LEVEL10	Zwiêk. maks. licz. cz³onków
GUILDWINDOW_INFO_LEVEL15	Taniej: Moc Smoka
GUILDWINDOW_INFO_LEVEL20	Bank: Zwolnienie od podatku
GUILDWINDOW_INFO_LEVEL5	+5% PD na dotacjê gildii
GUILDWINDOW_LAND_TAX	Dzier¿awa
GUILDWINDOW_LIST_ALL	Wszystkie Królestwa
GUILDWINDOW_LIST_ALREADY_REGISTER	[Gildia] Z³o¿y³eœ ju¿ podanie.
GUILDWINDOW_LIST_APPLICANT_LIST	Lista kandydatów
GUILDWINDOW_LIST_CHRACTER_JOB	Klasa
GUILDWINDOW_LIST_CHRACTER_LV	Poziom
GUILDWINDOW_LIST_CHRACTER_NAME	Nazwa postaci
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Profesja
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Cz³onek
GUILDWINDOW_LIST_GUILD_LIST	Lista gildii
GUILDWINDOW_LIST_GUILD_LV	Poziom
GUILDWINDOW_LIST_GUILD_NAME	Gildia
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Gilda] Wpisz nazwê gildii
GUILDWINDOW_LIST_LADDER	Punkty rangi
GUILDWINDOW_LIST_NOTPROMOTEGUILD	[Gildia] Ta gildia nie przeprowadza naboru.
GUILDWINDOW_LIST_PROMOTE_GUILD	Podanie
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Lista gildii
GUILDWINDOW_LIST_RANKING	Pozycja
GUILDWINDOW_LIST_RANKING_COUNT	Pozycja
GUILDWINDOW_LIST_REGISTER	Podania
GUILDWINDOW_LIST_REGISTER_GUILD	Z³ó¿ podanie do gildii
GUILDWINDOW_LIST_SEARCH	Szukaj
GUILDWINDOW_LIST_SELECT_GUILD	[Gildia] Wybierz gildiê, aby z³o¿y do niej podanie.
GUILDWINDOW_PROMOTE_REFRESH	Werbowanie
GUILDWINDOW_PROMOTE_REGISTER	Werbowanie
GUILDWINDOW_SP_RECOVER	Moc Smoka
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Rozbudowa o³tarza
GUILDWINDOW_UPGRADE_GUILDBANK	Rozbudowa banku
GUILD_ATTENDANCE_FAIL_ALREADY	Dzisiaj wzi¹³eœ ju¿ udzia³.
GUILD_ATTENDANCE_FAIL_JOIN_TIME	Nie mo¿esz teraz wzi¹æ udzia³u. Udzia³ bêdzie zawsze resetowany o godz. 5:00.
GUILD_BANKINFO_CLOSE	Zamknij
GUILD_BANKINFO_NAME	Cz³onek gildii
GUILD_BANKINFO_TYPE	Przedmiot/Waluta
GUILD_BANKINFO_USETYPE	Akcja
GUILD_BANK_CLOSE	Zamknij
GUILD_BANK_INFO	Log Magazynu Gildii
GUILD_BOARD_ID	Cz³onek gildii
GUILD_BOARD_TEXT	Wiadomoœæ
GUILD_BUILDING_FIX_CHANGE	Czy naprawdê chcesz zmieniæ pozycjê?
GUILD_BUILDING_FIX_CHANGE_GOLD	Koszt: 1 000 000 Yang
GUILD_BUILDING_FIX_DELETE	Czy naprawdê chcesz skasowaæ obiekt?
GUILD_BUILDING_FIX_NEED_BUILDING	Brak budynku.
GUILD_BUILDING_GRADE	Ranga
GUILD_BUILDING_LOG_PLUS	Pieñ+
GUILD_BUILDING_NAME	Nazwa Budynku
GUILD_BUILDING_PLY_PLUS	Dykta+
GUILD_BUILDING_SMELT_STONE	Kamieñ Runiczny
GUILD_BUILDING_STONE_PLUS	Kamieñ do Fundamentu+
GUILD_CANNOT_HEAL_GSP_ANYMORE	Energia Ducha Smoka jest ju¿ w pe³ni zregenerowana.
GUILD_CHANGEMASTER_TEXT1	Nowym liderem zostanie: %s
GUILD_CHANGEMASTER_TEXT2	Czy chcesz ustaliæ nowego lidera gildii?
GUILD_CHANGEMASTER_TEXT3	Czy naprawdê chcesz przekazaæ
GUILD_CHANGEMASTER_TEXT4	pozycjê lidera gildii?
GUILD_COMMENT	Napisz
GUILD_CREATE_ERROR_INSULT_NAME	Nazwa Gildii jest niepoprawna.
GUILD_DEFAULT_GRADE	Cz³onkowie Gildii
GUILD_DELETE	Usuñ
GUILD_DEPOSIT	Depozyt
GUILD_DONATE_FAIL_NOT_ENOUGH_HIGH_ITEM	Masz za ma³o kuponów wysokich wp³at.
GUILD_DONATE_FAIL_NOT_ENOUGH_INVENTORY	Twój ekwipunek jest pe³ny. Nie mo¿esz wp³aciæ.
GUILD_DONATE_FAIL_NOT_ENOUGH_LEVEL	Aby wp³acaæ, musisz osi¹gn¹æ co najmniej poziom 30.
GUILD_DONATE_FAIL_NOT_ENOUGH_MIDDLE_ITEM	Masz za ma³o kuponów œrednich wp³at.
GUILD_DONATE_FAIL_NOT_ENOUGH_YANG	Za ma³o Yang.
GUILD_DONATE_FAIL_TIME	Mo¿esz wp³acaæ dopiero po 24 godzinach od przyst¹pienia do gildii.
GUILD_DONATE_QUESTION_HIGH	Czy chcesz dokonaæ wysokiej wp³aty?
GUILD_DONATE_QUESTION_MIDDLE	Czy chcesz dokonaæ œredniej wp³aty?
GUILD_DONATE_QUESTION_NORMAL	Czy chcesz dokonaæ ma³ej wp³aty?
GUILD_DO_YOU_HEAL_GSP	Czy chcesz odnowiæ za %d Yang %d Ducha Smoka?
GUILD_DO_YOU_JOIN	  zaprasza Ciê do swojej Gildii. Chcesz do niej do³¹czyæ?
GUILD_DRAGONLAIR_MIN	Min.
GUILD_DRAGONLAIR_PARTY_ALL	Ogólna lista najlepszych
GUILD_DRAGONLAIR_PARTY_LINE_FOUR	od 11. miejsca: 100 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_HELP	Pomoc
GUILD_DRAGONLAIR_PARTY_LINE_ONE	1. miejsce: 400 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_THREE	4. - 10. miejsce: 200 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_TWO	2. - 3. miejsce: 300 Gaya
GUILD_DRAGONLAIR_PARTY_MEMBER	Cz³onek
GUILD_DRAGONLAIR_PARTY_NOW	Tygodniowa lista najlepszych
GUILD_DRAGONLAIR_PARTY_PAST	Poprzednia lista najlepszych
GUILD_DRAGONLAIR_PARTY_TIME	Czas
GUILD_DRAGONLAIR_PARTY_TOOLTIP_TITLE	Nagroda
GUILD_DRAGONLAIR_RANKING_FAIL	PORA¯KA
GUILD_DRAGONLAIR_RANKING_NONE	NOWOŒÆ
GUILD_DRAGONLAIR_RANKING_SUCCESS	SUKCES
GUILD_DRAGONLAIR_SECOND	Sek.
GUILD_EMPTY_AREA	Wolna Ziemia
GUILD_ENEMY_GUILD_NAME	Nazwa Gildii wroga
GUILD_FACILITY	Przybudówka
GUILD_GEM	Klejnot
GUILD_HEADQUARTER	Budynek G³ówny
GUILD_HEAL_GSP	Regeneracja Ducha Smoka
GUILD_INFO_ENEMY_GUILD_EMPTY	Nikt
GUILD_MARK_NOT_ENOUGH_LEVEL	Potrzebny przynajmniej 3 poziom
GUILD_MARK_UPLOAD_NOTICE	Poczekaj, aby zarejestrowaæ logo gildii.
GUILD_MEMBEROUT_AUTH	Nie mo¿esz usun¹æ ¿adnych cz³onków gildii.
GUILD_MEMBEROUT_NOMAL	Czy chcesz usun¹æ tego cz³onka gildii?
GUILD_MEMBER_JOB	Klasa
GUILD_MEMBER_KNIGHT	Wojownik
GUILD_MEMBER_LEVEL	Poziom
GUILD_MEMBER_NAME	Cz³onek gildii
GUILD_MEMBER_RANK	Ranga
GUILD_MEMBER_SPECIFIC_GRAVITY	Wp³acone PD
GUILD_NAME	Nazwa Gildii
GUILD_NOT_ENOUGH_MATERIAL	Nie masz wystarczaj¹cej iloœci surowców na t¹ budowlê.
GUILD_NOT_ENOUGH_MONEY	Nie masz wystarczaj¹cej iloœci Yang na t¹ budowlê.
GUILD_NO_NOTICE_PERMISSION	Nie masz praw do tworzenia og³oszeñ.
GUILD_OBJECT	Obiekty
GUILD_OBJECT_POSSIBLE_NEWWORLD	Budynek ten jest dostêpny tylko na kontynencie Yohara.
GUILD_OFFER_EXP	PD do przekazania
GUILD_SELECT_ONE	Wybierz cz³onka gildii.
GUILD_SHORT_EXP	Za ma³o Punktów Doœwiadczenia.
GUILD_SITE_AUCTION_END_TIME	Licytacja obszaru: %02d/%02d (miesi¹c/dzieñ) o godz. %02d:%02d
GUILD_SITE_AUCTION_END_TIME_DEFAULT	Licytacja obszaru: N/A
GUILD_SITE_AUCTION_INFO	Oferowany obszar: %s / %d,%d
GUILD_SITE_AUCTION_INFO_DEFAULT	Oferowany obszar: N/A
GUILD_SITE_AUCTION_MAP_INFO	Data (miesi¹c/dzieñ): %02d/%02d; czas: godz. %02d:%02d
GUILD_SITE_AUCTION_STATE_NONE	Oddano wszystkie oferty.
GUILD_SITE_AUCTION_STATE_REGIST	W %s obszar zostanie licytowany %s,%s. Tylko liderzy gildii mog¹ zarejestrowaæ siê do licytacji obszaru.
GUILD_SITE_AUCTION_STATE_RUN	Licytacja obszaru koñczy siê %02d/%02d (miesi¹c/dzieñ) o godz. %02d:%02d.
GUILD_SITE_AUCTION_STATE_WAIT	%02d/%02d (miesi¹c/dzieñ) o godz. %02d:%02d rozpoczyna siê licytacja obszaru dla %s, kraj %d,%d.
GUILD_SITE_AUTO_ABNDON_TIME	Automatyczna rezygnacja z obszaru:  %s
GUILD_SITE_TAX_INFO	Rezygnacja z obszaru gildii nast¹pi za %s. Zostan¹ usuniête wszystkie przedmioty w magazynie gildii.
GUILD_TILE_BASEINFO	Informacje o obszarze
GUILD_TILE_BOARD	Notatka gildii
GUILD_TILE_GRADE	Zarz¹dzanie Prawami
GUILD_TILE_INFO	Informacje o Gildii
GUILD_TILE_MEMBER	Cz³onek
GUILD_TILE_SKILL	Umiejêtnoœci Gildii
GUILD_USE_MASTER_ONLY	Tylko lider gildii ma takie prawo.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Obszar Wojny Gildii
GUILD_WAR2	Obszar Wojny Gildii
GUILD_WAR3	Obszar Wojny Gildii
GUILD_WAR4	Obszar Wojny Gildii
GUILD_WAR_GAINSCORE_FIFTY	50 punktów
GUILD_WAR_GAINSCORE_HUNDRED	100 punktów
GUILD_WAR_GAINSCORE_THIRTY	30 punktów
GUILD_WAR_GAMETIME_SIXTY	60 min.
GUILD_WAR_GAMETIME_TEN	10 min.
GUILD_WAR_GAMETIME_THIRTY	30 min.
GUILD_WAR_LIMIT_30MIN	Czas: 30 Minut
GUILD_WAR_REWARD_POTION	Nagroda: Zwyciêzca otrzymuje Miksturê
GUILD_WAR_SELECT_WAR	Wybierz rodzaj walki
GUILD_WAR_TYPE_DEFENSE	Tarcza bojowa
GUILD_WAR_TYPE_DIE	Walka na arenie
GUILD_WAR_TYPE_FLAG	Walka o flagi
GUILD_WAR_TYPE_NORMAL	Pole bitwy
GUILD_WAR_TYPE_TIGER	Zag³ada
GUILD_WAR_TYPE_TIME	Atak czasowy
GUILD_WAR_USE_BATTLE_MAP	Miejsce: Teatr Wojny Gildii
GUILD_WAR_USE_NORMAL_MAP	Miejsce: Normalna Mapa
GUILD_WAR_WIN_CHECK_SCORE	Najlepszy wynik wygrywa Wojnê.
GUILD_WAR_WIN_FIVE	Piêæ rund
GUILD_WAR_WIN_ONE	Jedna runda
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Zdob¹dŸ Flagê przeciwnika
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	i dostarcz j¹ do swojej bazy.
GUILD_WAR_WIN_THREE	Trzy rundy
GUILD_WAR_WIN_WIPE_OUT_GUILD	Pokonaj wszystkich wrogów by wygraæ.
GUILD_WITHDRAW	Wycofaj siê
GUILD_YOU_DO_NOT_JOIN	Nie jesteœ cz³onkiem ¿adnej Gildii.
HACK_USER_MESSAGE	Ta funkcja jest niedostêpna, poniewa¿ znaleziono program hakerski.
HORSE_HEALTH0	Martwy
HORSE_HEALTH1	G³odny
HORSE_HEALTH2	Wyg³odzony
HORSE_HEALTH3	Pe³ny
HORSE_LEVEL1	Koñ Zwyk³y
HORSE_LEVEL2	Koñ Bojowy
HORSE_LEVEL3	Koñ Wojskowy
HOUR	h
HOW_MANY_ITEM_DO_YOU_DROP1	Czy chcesz upuœciæ %s?
HOW_MANY_ITEM_DO_YOU_DROP2	Czy chcesz upuœciæ %s %d?
INPUT_MATRIX_CARD_NUMBER	Wpisz numer karty Matrix.
INPUT_MATRIX_CARD_TITLE	Karta Matrix
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	WprowadŸ kod usuniêcia z zarz¹dzania kontem.
INPUT_PRIVATE_CODE_DIALOG_TITLE	Usuwanie postaci
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Zwoje powrotu nie mog¹ byæ ³¹czone.
INVENTORY_REALLY_USE_ITEM	Na pewno chcesz zastosowaæ ten przedmiot?
INVENTORY_REALLY_USE_ITEM2	Czy na pewno chcesz u¿yæ tego przedmiotu?
INVENTORY_REALLY_USE_PET_BAG_ITEM	Na pewno chcesz wsadziæ swojego zwierzaka do klatki transportowej?
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	Chcesz otworzyæ klatkê transportow¹?
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	Chcesz daæ przedmiot %s zwierzakowi %s?
IS_NOT_PET_CHANGE_ITEM	To nie jest przedmiot: zaczaruj zwierzaka.
IS_NOT_PET_ITEM	To nie jest zwierzak.
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	Brak
JOB_ASSASSIN1	Ninja Ostrza
JOB_ASSASSIN2	Ninja £uku
JOB_SHAMAN	Szaman
JOB_SHAMAN0	Brak
JOB_SHAMAN1	Szaman Mocy Smoka
JOB_SHAMAN2	Szaman Mocy Leczenia
JOB_SURA	Sura
JOB_SURA0	Brak
JOB_SURA1	Sura Broni
JOB_SURA2	Sura Magii
JOB_WARRIOR	Wojownik
JOB_WARRIOR0	Brak
JOB_WARRIOR1	Wojownik Mocy Cia³a
JOB_WARRIOR2	Wojownik Mocy Duchowej
JOB_WOLFMAN	Likan
JOB_WOLFMAN0	Likan Amator
JOB_WOLFMAN1	Instynkt
JOB_WOLFMAN2	N.A.
KEYCHANGE_DONT_SAVE_EXIT	Zamkn¹æ bez zapisywania?
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT], [SHIFT] s¹ tutaj niedozwolone!
KEYCHANGE_SAVE_EXIT	Zapisaæ i zamkn¹æ?
KEY_0	0
KEY_0_LALT	ALT + 0
KEY_0_LCONTROL	CTRL + 0
KEY_0_LSHIFT	SHIFT + 0
KEY_1	1
KEY_1_LALT	ALT + 1
KEY_1_LCONTROL	CTRL + 1
KEY_1_LSHIFT	SHIFT + 1
KEY_2	2
KEY_2_LALT	ALT + 2
KEY_2_LCONTROL	CTRL + 2
KEY_2_LSHIFT	SHIFT + 2
KEY_3	3
KEY_3_LALT	ALT + 3
KEY_3_LCONTROL	CTRL + 3
KEY_3_LSHIFT	SHIFT + 3
KEY_4	4
KEY_4_LALT	ALT + 4
KEY_4_LCONTROL	CTRL + 4
KEY_4_LSHIFT	SHIFT + 4
KEY_5	5
KEY_5_LALT	ALT + 5
KEY_5_LCONTROL	CTRL + 5
KEY_5_LSHIFT	SHIFT + 5
KEY_6	6
KEY_6_LALT	ALT + 6
KEY_6_LCONTROL	CTRL + 6
KEY_6_LSHIFT	SHIFT + 6
KEY_7	7
KEY_7_LALT	ALT + 7
KEY_7_LCONTROL	CTRL + 7
KEY_7_LSHIFT	SHIFT + 7
KEY_8	8
KEY_8_LALT	ALT + 8
KEY_8_LCONTROL	CTRL + 8
KEY_8_LSHIFT	SHIFT + 8
KEY_9	9
KEY_9_LALT	ALT + 9
KEY_9_LCONTROL	CTRL + 9
KEY_9_LSHIFT	SHIFT + 9
KEY_A	A
KEY_ADD	+
KEY_A_LALT	ALT + A
KEY_A_LCONTROL	CTRL + A
KEY_A_LSHIFT	SHIFT + A
KEY_B	B
KEY_B_LALT	ALT + B
KEY_B_LCONTROL	CTRL + B
KEY_B_LSHIFT	SHIFT + B
KEY_C	C
KEY_COMMA	,
KEY_COMMA_LALT	ALT + ,
KEY_COMMA_LCONTROL	CTRL + ,
KEY_COMMA_LSHIFT	SHIFT + ,
KEY_C_LALT	ALT + C
KEY_C_LCONTROL	CTRL + C
KEY_C_LSHIFT	SHIFT + C
KEY_D	D
KEY_DOWN	DÓ£
KEY_D_LALT	ALT + D
KEY_D_LCONTROL	CTRL + D
KEY_D_LSHIFT	SHIFT + D
KEY_E	E
KEY_E_LALT	ALT + E
KEY_E_LCONTROL	CTRL + E
KEY_E_LSHIFT	SHIFT + E
KEY_F	F
KEY_F1	F1
KEY_F10	F10
KEY_F10_LALT	ALT + F10
KEY_F10_LCONTROL	CTRL + F10
KEY_F10_LSHIFT	SHIFT + F10
KEY_F1_LALT	ALT + F1
KEY_F1_LCONTROL	CTRL + F1
KEY_F1_LSHIFT	SHIFT + F1
KEY_F2	F2
KEY_F2_LALT	ALT + F2
KEY_F2_LCONTROL	CTRL + F2
KEY_F2_LSHIFT	SHIFT + F2
KEY_F3	F3
KEY_F3_LALT	ALT + F3
KEY_F3_LCONTROL	CTRL + F3
KEY_F3_LSHIFT	SHIFT + F3
KEY_F4	F4
KEY_F4_LALT	ALT + F4
KEY_F4_LCONTROL	CTRL + F4
KEY_F4_LSHIFT	SHIFT + F4
KEY_F5	F5
KEY_F5_LALT	ALT + F5
KEY_F5_LCONTROL	CTRL + F5
KEY_F5_LSHIFT	SHIFT + F5
KEY_F6	F6
KEY_F6_LALT	ALT + F6
KEY_F6_LCONTROL	CTRL + F6
KEY_F6_LSHIFT	SHIFT + F6
KEY_F7	F7
KEY_F7_LALT	ALT + F7
KEY_F7_LCONTROL	CTRL + F7
KEY_F7_LSHIFT	SHIFT + F7
KEY_F8	F8
KEY_F8_LALT	ALT + F8
KEY_F8_LCONTROL	CTRL + F8
KEY_F8_LSHIFT	SHIFT + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	CTRL + F9
KEY_F9_LSHIFT	SHIFT + F9
KEY_F_LALT	ALT + F
KEY_F_LCONTROL	CTRL + F
KEY_F_LSHIFT	SHIFT + F
KEY_G	G
KEY_GRAVE	`
KEY_GRAVE_LALT	ALT + `
KEY_GRAVE_LCONTROL	CTRL + `
KEY_GRAVE_LSHIFT	SHIFT + `
KEY_G_LALT	ALT + G
KEY_G_LCONTROL	CTRL + G
KEY_G_LSHIFT	SHIFT + G
KEY_H	H
KEY_H_LALT	ALT + H
KEY_H_LCONTROL	CTRL + H
KEY_H_LSHIFT	SHIFT + H
KEY_I	I
KEY_I_LALT	ALT + I
KEY_I_LCONTROL	CTRL + I
KEY_I_LSHIFT	SHIFT + I
KEY_J	J
KEY_J_LALT	ALT + J
KEY_J_LCONTROL	CTRL + J
KEY_J_LSHIFT	SHIFT + J
KEY_K	K
KEY_K_LALT	ALT + K
KEY_K_LCONTROL	CTRL + K
